Experiment ID,Model,Question,syntax_ok,max_cyclomatic_complexity,total_cyclomatic_complexity,maintainability_index,raw_loc,raw_lloc,raw_sloc,raw_comments,raw_multi,raw_blank,raw_single_comments,halstead_h1,halstead_h2,halstead_N1,halstead_N2,halstead_vocabulary,halstead_length,halstead_calculated_length,halstead_volume,halstead_difficulty,halstead_effort,halstead_time,halstead_bugs
d08a5c8b-b073-4e36-b68e-0333bbf3ebb1,meta-llama-3.1-8b-instruct,What topics does Instagram determine to be of interest for a user?,True,7,7,87.15506574715275,38,23,23,9,0,8,7,2,6,4,6,8,10,17.509775004326936,30.0,1.0,30.0,1.6666666666666667,0.01
a1efa5d6-562f-4c54-82a3-6c522917da84,meta-llama-3.1-8b-instruct,What topics does Instagram determine to be of interest for a user?,True,7,7,87.15506574715275,38,23,23,9,0,8,7,2,6,4,6,8,10,17.509775004326936,30.0,1.0,30.0,1.6666666666666667,0.01
097280f3-c2c1-4324-8bb7-e71eaaae682a,meta-llama-3.1-8b-instruct,What topics does Instagram determine to be of interest for a user?,True,5,5,100.0,23,18,18,3,0,4,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
390e815e-4ff6-46d5-92cc-aeed0198d0ac,meta-llama-3.1-8b-instruct,What topics does Instagram determine to be of interest for a user?,True,5,5,100.0,23,18,18,3,0,4,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
9efec22b-6730-46f6-aa46-6b59a23fc219,meta-llama-3.1-8b-instruct,What topics does Instagram determine to be of interest for a user?,True,5,5,100.0,23,18,18,3,0,4,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
e8d8a1ee-fffd-4ec6-9be1-529aeb131d54,meta-llama-3.1-8b-instruct,What topics does Instagram determine to be of interest for a user?,True,7,7,87.15506574715275,38,23,23,9,0,8,7,2,6,4,6,8,10,17.509775004326936,30.0,1.0,30.0,1.6666666666666667,0.01
3c22ff13-c77a-4624-9615-e33ce9134ceb,meta-llama-3.1-8b-instruct,What topics does Instagram determine to be of interest for a user?,True,7,7,87.15506574715275,38,23,23,9,0,8,7,2,6,4,6,8,10,17.509775004326936,30.0,1.0,30.0,1.6666666666666667,0.01
4c288270-ca91-4c3e-ace9-99b9cb640e46,meta-llama-3.1-8b-instruct,What topics does Instagram determine to be of interest for a user?,True,5,5,100.0,23,18,18,3,0,4,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
6d2682a1-fd25-4ec4-a727-909c10822bff,meta-llama-3.1-8b-instruct,What topics does Instagram determine to be of interest for a user?,True,5,5,100.0,23,18,18,3,0,4,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0337f23b-a786-4369-afa3-686d17934187,meta-llama-3.1-8b-instruct,What topics does Instagram determine to be of interest for a user?,True,5,5,100.0,23,18,18,3,0,4,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
8310e1c7-4f68-4a8c-ac77-b683c712f755,codestral-22b,What topics does Instagram determine to be of interest for a user?,True,6,6,100.0,39,23,23,9,0,7,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
8ac8b00e-7796-45e6-8a80-900f77aa6475,codestral-22b,What topics does Instagram determine to be of interest for a user?,True,6,6,100.0,39,23,23,9,0,7,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
cd491e11-5fc3-425a-b978-41bfbc8bacf3,codestral-22b,What topics does Instagram determine to be of interest for a user?,True,6,6,100.0,39,23,23,9,0,7,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
8b97e6a7-8bb3-480e-8b24-8b98a3e04af8,codestral-22b,What topics does Instagram determine to be of interest for a user?,True,6,6,100.0,39,23,23,9,0,7,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
b18d546b-1e52-402c-bcf0-e8fa8b7e9eef,codestral-22b,What topics does Instagram determine to be of interest for a user?,True,6,6,100.0,39,23,23,9,0,7,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
86d32367-ee1e-4f7c-b1ec-d495cd1cc389,codestral-22b,What topics does Instagram determine to be of interest for a user?,True,6,6,100.0,39,23,23,9,0,7,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
dd7598ce-2283-40eb-962d-52fe6cc84f9c,codestral-22b,What topics does Instagram determine to be of interest for a user?,True,6,6,100.0,39,23,23,9,0,7,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
f63a532e-aa52-48ad-902d-75fb08259d79,codestral-22b,What topics does Instagram determine to be of interest for a user?,True,6,6,100.0,39,23,23,9,0,7,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
f206e14c-49e4-4793-9630-596fde488dda,codestral-22b,What topics does Instagram determine to be of interest for a user?,True,6,6,100.0,39,23,23,9,0,7,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
8af5ca1d-ab57-4277-8213-7c9ee989a411,codestral-22b,What topics does Instagram determine to be of interest for a user?,True,6,6,100.0,39,23,23,9,0,7,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
c0f82286-751d-46de-a0e6-eb185a65929a,codestral-22b,What topics does Instagram determine to be of interest for a user?,True,6,6,100.0,39,23,23,9,0,7,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
aad23f5e-78ea-4bfc-97c2-46baf12dd432,codestral-22b,What topics does Instagram determine to be of interest for a user?,True,6,6,100.0,39,23,23,9,0,7,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0ade07af-f9b9-4e1c-b659-955608fd1579,codestral-22b,What topics does Instagram determine to be of interest for a user?,True,6,6,100.0,39,23,23,9,0,7,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
f770766c-6dab-4f12-9f82-1b630eedc5d2,qwen2.5-coder-32b-instruct,What topics does Instagram determine to be of interest for a user?,True,9,9,76.62811679359989,50,34,34,8,0,8,8,4,12,7,12,16,19,51.01955000865388,76.0,2.0,152.0,8.444444444444445,0.0253333333333333
49926388-76b6-4e80-a40a-19f8d2c9964c,qwen2.5-coder-32b-instruct,What topics does Instagram determine to be of interest for a user?,True,9,9,76.62811679359989,50,34,34,8,0,8,8,4,12,7,12,16,19,51.01955000865388,76.0,2.0,152.0,8.444444444444445,0.0253333333333333
3fa1a71c-6ec7-4d43-8d6c-2cf97517763b,qwen2.5-coder-32b-instruct,What topics does Instagram determine to be of interest for a user?,True,9,9,76.62811679359989,50,34,34,8,0,8,8,4,12,7,12,16,19,51.01955000865388,76.0,2.0,152.0,8.444444444444445,0.0253333333333333
a4442cb0-09c0-49cd-85bb-3fb46bde3d6a,qwen2.5-coder-32b-instruct,What topics does Instagram determine to be of interest for a user?,True,9,9,76.62811679359989,50,34,34,8,0,8,8,4,12,7,12,16,19,51.01955000865388,76.0,2.0,152.0,8.444444444444445,0.0253333333333333
bb26aed4-a9a9-4c8b-a7ab-290245d8cbc2,qwen2.5-coder-32b-instruct,What topics does Instagram determine to be of interest for a user?,True,9,9,76.62811679359989,50,34,34,8,0,8,8,4,12,7,12,16,19,51.01955000865388,76.0,2.0,152.0,8.444444444444445,0.0253333333333333
b2e9d72a-7b95-420c-a8ab-38495c19ff0b,qwen2.5-coder-32b-instruct,What topics does Instagram determine to be of interest for a user?,True,9,9,76.62811679359989,50,34,34,8,0,8,8,4,12,7,12,16,19,51.01955000865388,76.0,2.0,152.0,8.444444444444445,0.0253333333333333
d8527730-4ae1-4790-aa05-b869e79b9c78,qwen2.5-coder-32b-instruct,What topics does Instagram determine to be of interest for a user?,True,9,9,76.62811679359989,50,34,34,8,0,8,8,4,12,7,12,16,19,51.01955000865388,76.0,2.0,152.0,8.444444444444445,0.0253333333333333
4ea63a3b-642d-4a9e-87ae-c090c038353e,qwen2.5-coder-32b-instruct,What topics does Instagram determine to be of interest for a user?,True,9,9,76.62811679359989,50,34,34,8,0,8,8,4,12,7,12,16,19,51.01955000865388,76.0,2.0,152.0,8.444444444444445,0.0253333333333333
24bc3870-ac80-4de9-a9c1-8e314b2fdfdb,qwen2.5-coder-32b-instruct,What topics does Instagram determine to be of interest for a user?,True,9,9,76.62811679359989,50,34,34,8,0,8,8,4,12,7,12,16,19,51.01955000865388,76.0,2.0,152.0,8.444444444444445,0.0253333333333333
47d1520a-bc22-4170-868b-ab44be80631b,qwen2.5-coder-32b-instruct,What topics does Instagram determine to be of interest for a user?,True,9,9,76.62811679359989,50,34,34,8,0,8,8,4,12,7,12,16,19,51.01955000865388,76.0,2.0,152.0,8.444444444444445,0.0253333333333333
51b25c20-bdec-4ece-99d7-6f67ddb015ca,qwen2.5-coder-32b-instruct,What topics does Instagram determine to be of interest for a user?,True,9,9,76.62811679359989,50,34,34,8,0,8,8,4,12,7,12,16,19,51.01955000865388,76.0,2.0,152.0,8.444444444444445,0.0253333333333333
df28ff22-e858-4ee3-bbe4-c57e0d7aa88d,qwen2.5-coder-32b-instruct,What topics does Instagram determine to be of interest for a user?,True,9,9,76.62811679359989,50,34,34,8,0,8,8,4,12,7,12,16,19,51.01955000865388,76.0,2.0,152.0,8.444444444444445,0.0253333333333333
83396e31-9bed-421e-9829-22f58aa6efde,qwen2.5-coder-32b-instruct,What topics does Instagram determine to be of interest for a user?,True,9,9,76.62811679359989,50,34,34,8,0,8,8,4,12,7,12,16,19,51.01955000865388,76.0,2.0,152.0,8.444444444444445,0.0253333333333333
6e8127aa-d65d-4183-afe5-4ee9780881c0,qwen2.5-72b-instruct,What topics does Instagram determine to be of interest for a user?,True,8,8,71.40760800112497,41,31,31,1,0,9,1,1,2,2,2,3,4,2.0,6.339850002884625,0.5,3.1699250014423126,0.1761069445245729,0.0021132833342948
1c32c64f-664e-4d1f-ab60-b16b1e0aff1d,qwen2.5-72b-instruct,What topics does Instagram determine to be of interest for a user?,True,8,8,71.40760800112497,41,31,31,1,0,9,1,1,2,2,2,3,4,2.0,6.339850002884625,0.5,3.1699250014423126,0.1761069445245729,0.0021132833342948
00bc2edc-7052-4a5a-8030-07bd5d309118,qwen2.5-72b-instruct,What topics does Instagram determine to be of interest for a user?,True,8,8,71.40760800112497,41,31,31,1,0,9,1,1,2,2,2,3,4,2.0,6.339850002884625,0.5,3.1699250014423126,0.1761069445245729,0.0021132833342948
4252a721-623a-4f21-b586-4f9504f1b19b,qwen2.5-72b-instruct,What topics does Instagram determine to be of interest for a user?,True,8,8,71.40760800112497,41,31,31,1,0,9,1,1,2,2,2,3,4,2.0,6.339850002884625,0.5,3.1699250014423126,0.1761069445245729,0.0021132833342948
ff3d5904-affe-4191-8c76-9ee37f96cb3b,qwen2.5-72b-instruct,What topics does Instagram determine to be of interest for a user?,True,8,8,71.40760800112497,41,31,31,1,0,9,1,1,2,2,2,3,4,2.0,6.339850002884625,0.5,3.1699250014423126,0.1761069445245729,0.0021132833342948
76f3c4ee-9150-4541-8b1d-0357645b4ecd,qwen2.5-72b-instruct,What topics does Instagram determine to be of interest for a user?,True,8,8,71.40760800112497,41,31,31,1,0,9,1,1,2,2,2,3,4,2.0,6.339850002884625,0.5,3.1699250014423126,0.1761069445245729,0.0021132833342948
3d76f7f7-29a9-42fc-a585-c23178ec87c5,qwen2.5-72b-instruct,What topics does Instagram determine to be of interest for a user?,True,8,8,71.40760800112497,41,31,31,1,0,9,1,1,2,2,2,3,4,2.0,6.339850002884625,0.5,3.1699250014423126,0.1761069445245729,0.0021132833342948
