Experiment ID,Dataset Name,Model,Question,No Data,Precision,Recall,F1,Correct Rows,Extra Rows,Missing Rows,Number of Retries,Successful Code Exec. Duration,Total Duration
5ea87b18-1713-4d44-9fb4-b63a4867d282,86b59acea929,meta-llama-3.1-8b-instruct,How often does a user see advertisements and about which topics (from which companies)?,True,1.0,1.0,1.0,0.0,0.0,0.0,0,0.06,4.88
932327ad-319a-4812-b3fe-b6e120d8423e,b70bc07b63be,meta-llama-3.1-8b-instruct,How often does a user see advertisements and about which topics (from which companies)?,True,1.0,1.0,1.0,0.0,0.0,0.0,0,0.06,3.75
604fd633-6645-407a-b92d-4466774cafd2,efc2df336587,meta-llama-3.1-8b-instruct,How often does a user see advertisements and about which topics (from which companies)?,False,0.0,0.0,0.0,0.0,0.0,16.0,0,0.06,3.7
798edec8-6a13-4d3b-ac66-452b906415bc,3ccff49e121d,meta-llama-3.1-8b-instruct,How often does a user see advertisements and about which topics (from which companies)?,False,0.0,0.0,0.0,0.0,0.0,17.0,0,0.06,3.76
73c5ce24-b18e-4a52-bd19-03d87fab32f8,ab368ab82b0f,meta-llama-3.1-8b-instruct,How often does a user see advertisements and about which topics (from which companies)?,False,0.0,0.0,0.0,0.0,0.0,19.0,0,0.06,3.73
e09b8814-cae5-4420-8e6e-26943f4957d6,ea89d62a1f88,meta-llama-3.1-8b-instruct,How often does a user see advertisements and about which topics (from which companies)?,False,0.0,0.0,0.0,0.0,0.0,14.0,0,0.06,3.73
513afc7b-92de-4bf8-9b59-17af2414d764,a352e9bb575a,meta-llama-3.1-8b-instruct,How often does a user see advertisements and about which topics (from which companies)?,False,0.0,0.0,0.0,0.0,0.0,14.0,0,0.06,6.12
6629d989-cf7b-48c1-bb01-f66733e8db33,1ccacb482d0e,meta-llama-3.1-8b-instruct,How often does a user see advertisements and about which topics (from which companies)?,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0.06,6.94
8c521be9-e1b3-4dd2-91e4-2b32631da75a,fd23adcc813f,meta-llama-3.1-8b-instruct,How often does a user see advertisements and about which topics (from which companies)?,True,1.0,1.0,1.0,0.0,0.0,0.0,0,0.06,3.87
c847b429-da9a-4c17-a307-83e830123160,19e1254c13f5,meta-llama-3.1-8b-instruct,How often does a user see advertisements and about which topics (from which companies)?,False,0.0,0.0,0.0,0.0,0.0,3.0,0,0.06,3.71
0d1f9748-2e39-4533-92fa-9cbe1907cab5,ec2df5440d1e,meta-llama-3.1-8b-instruct,How often does a user see advertisements and about which topics (from which companies)?,True,1.0,1.0,1.0,0.0,0.0,0.0,0,0.06,3.79
29c6992e-9452-4236-b9e2-d07d6d5f674f,be30c03571e6,meta-llama-3.1-8b-instruct,How often does a user see advertisements and about which topics (from which companies)?,True,1.0,1.0,1.0,0.0,0.0,0.0,0,0.05,4.45
64b4a4b3-8aa2-4b55-98ac-e60b09321705,86b59acea929,meta-llama-3.1-70b-instruct,How often does a user see advertisements and about which topics (from which companies)?,True,1.0,1.0,1.0,0.0,0.0,0.0,0,0.07,50.16
46a6a4bd-2ef7-4ef1-80f2-5b52a8ea8656,b70bc07b63be,meta-llama-3.1-70b-instruct,How often does a user see advertisements and about which topics (from which companies)?,True,1.0,1.0,1.0,0.0,0.0,0.0,0,0.08,96.99
3d9eea3f-dfe0-4de8-8c09-8eafc4b2fc47,efc2df336587,meta-llama-3.1-70b-instruct,How often does a user see advertisements and about which topics (from which companies)?,False,0.0,0.0,0.0,0.0,5.0,16.0,0,0.09,42.42
cb7389fb-b0d4-4e1e-823e-f8847c71df70,3ccff49e121d,meta-llama-3.1-70b-instruct,How often does a user see advertisements and about which topics (from which companies)?,False,1.0,1.0,1.0,17.0,0.0,0.0,0,0.1,99.52
534d2ec6-147b-49d0-ab17-7766930ca30f,ab368ab82b0f,meta-llama-3.1-70b-instruct,How often does a user see advertisements and about which topics (from which companies)?,False,0.0,0.0,0.0,0.0,6.0,19.0,0,0.08,163.95
